provincia,municipio,latitud,longitud
Tucuman,Yanima,-27.6174278,-65.7102942
Salta,Apolinario saravia,-24.513641829,-64.064883663
Rio negro,Mencue,-40.543533325,-69.715614319
La pampa,Vertiz,-35.426241108,-63.906364667
Tucuman,Leon rouges y sta,-27.2347446,-65.4529392
Cordoba,Pasco,-32.747004496,-63.341125426
Santa fe,Maximo paz,-33.4392476,-61.0175791
Buenos aires,Salto,-34.0897973,-60.2330114
Misiones,Florentino ameghino,-27.751202788,-55.008955767
Neuquen,El cholar,-37.44086477,-70.644181865
Santa fe,Intiyaco,-28.677925367,-60.072468433
Santa fe,Bauer y sigel,-31.217341,-61.950439
Buenos aires,Navarro,-35.10836792,-59.444877625
Tucuman,Amberes,-27.2669842,-65.488326
Cordoba,Morteros,-30.710705808,-62.004443738
Cordoba,Tinoco,-31.184978252,-63.893712568
Santa fe,Canada de gomez,-32.855336445,-61.345035811
Santa fe,Serodino,-32.605574079,-60.948176265
Entre rios,Colonia ayui,-31.205090163,-58.033889922
Buenos aires,La plata,-34.943733354,-58.173265239
Cordoba,Dalmacio velez,-32.610873252,-63.579883716
Buenos aires,Punta indio,-35.322780009,-57.44907685
Cordoba,Chucul,-33.008954677,-64.171249341
Entre rios,Arroyo del medio,-31.272990516,-59.090417775
Chaco,San bernardo,-27.282306249,-60.802376761
Santa fe,Centeno,-32.298023717,-61.410724147
Chubut,Gastre,-42.265620457,-69.221097898
Cordoba,Valle hermoso,-31.11728883,-64.484252832
Tucuman,Buena vista,-27.2747659,-65.3926439
Buenos aires,Tres arroyos,-38.492679006,-60.46842328
Cordoba,Capilla de los remedios,-31.418073154,-63.779503733
Santiago del estero,Clodomira,-27.593938929,-64.082649161
La pampa,Anguil,-36.527922625,-64.010555898
Santiago del estero,Suncho corral,-27.942519749,-63.369773579
Tucuman,Tapia,-26.598184586,-65.423561096
Cordoba,Benjamin gould,-33.590119541,-62.730389073
Entre rios,Puerto yerua,-31.560384977,-58.037734874
San luis,Desaguadero,-33.400458526,-67.148082208
Tucuman,Famailla,-27.069737175,-65.399901155
Cordoba,Achiras,-33.177017592,-64.994468497
Santa fe,Maria luisa,-31.0308479,-60.8693686
Chaco,Pampa almiron,-26.702247857,-59.123785034
Cordoba,Colonia san pedro,-30.78360216,-61.917564318
Cordoba,Vicuna mackenna,-33.93120449,-64.381922132
Misiones,Andresito,-25.588067641,-54.008491575
Santa fe,Carmen,-33.626200643,-61.811818948
Santa fe,La brava,-30.447782511,-60.140935688
Cordoba,Potrero de garay,-31.782415967,-64.542406878
La pampa,Uriburu,-36.507757475,-63.862630766
Santa fe,San martin norte,-30.23931026,-60.274732545
Santa fe,Arteaga,-33.091131115,-61.791711388
Catamarca,Hualfin,-27.225108949,-66.825749466
Catamarca,Tapso,-28.379922867,-65.290245056
Cordoba,Capilla del carmen,-31.508167817,-63.342135453
Neuquen,Chos malal,-37.379256659,-70.272377222
Tucuman,Concepcion,-27.33415,-65.643
Corrientes,Garruchos,-28.172943586,-55.651332403
Cordoba,Arias,-33.641163278,-62.402789011
Chubut,Doctor ricardo rojas,-45.587008431,-71.029096842
San luis,San jose del morro,-33.211985303,-65.492733448
Tucuman,Benjamin araoz  y el tajamar,-26.52124,-64.80988
Cordoba,Villa cerro azul,-31.070213987,-64.319733359
Rio negro,Coronel belisle,-39.185829992,-65.956319118
Tucuman,Rumi punco,-27.9833822,-65.5739195
Cordoba,Calchin,-31.667935991,-63.200687094
Rio negro,Comallo,-41.029874675,-70.26998065
Neuquen,Alumine,-39.235322469,-70.91836323
Jujuy,Yala,-24.143658895,-65.482919982
Cordoba,Los cocos,-30.926977487,-64.502612392
Cordoba,Villa rumipal,-32.149759072,-64.501591469
Jujuy,Yuto,-23.565771119,-64.501372433
Chaco,Campo largo,-26.757194734,-60.925126571
Chubut,Cerro centinela,-43.48395319,-71.59418478
Chubut,Lagunita salada,-42.767135446,-68.875421794
Santiago del estero,La invernada,-27.386260612,-63.435600268
La pampa,Agustoni,-35.781101877,-63.393249346
Santiago del estero,Bandera bajada,-27.284675706,-63.464243134
Neuquen,Las lajas,-38.524823791,-70.337623763
Cordoba,Estancia vieja,-31.384259706,-64.51733082
Santiago del estero,Frias,-28.675227447,-65.043543609
Buenos aires,General la madrid,-37.250399248,-61.259579413
Santa fe,Hughes,-33.802855665,-61.335803322
Neuquen,Villa curi leuvu,-37.173665251,-70.395859979
Entre rios,Colonia elia,-32.757829391,-58.453698843
Cordoba,La palestina,-32.615588479,-63.409235206
Tucuman,El puestito,-26.36994,-64.78136
Santa cruz,Puerto santa cruz,-50.017189272,-68.524824632
Chubut,Corcovado,-43.546720507,-71.47319222
Cordoba,Brinkmann,-30.9176774,-62.0706057
Entre rios,Sauce pinto,-31.844299073,-60.374748305
Cordoba,Olivares de san nicolas,-30.327806414,-64.89110863
Neuquen,Las coloradas,-39.557863882,-70.593289465
San juan,Rawson,-31.62518554,-68.5292403
Corrientes,Pueblo libertador,-30.260428824,-59.366326802
Mendoza,San rafael,-34.726958284,-68.232903158
Entre rios,Colonia alemana,-30.891979855,-58.085784492
Cordoba,Tio pujio,-32.132773032,-63.405171118
Cordoba,Villa fontana,-30.894008827,-63.115918199
Entre rios,El pingo,-31.583849702,-59.893806937
Misiones,Aristobulo del valle,-27.16718405,-54.739035134
Corrientes,Herlitzka,-27.566303834,-58.259354284
Tucuman,San pedro y san antonio,-27.374351502,-65.411117554
Salta,Santa victoria este,-22.49881,-62.40759
Santa fe,La rubia,-30.112046196,-61.717886228
Entre rios,Arroyo burgos,-31.546715238,-59.717068246
Santiago del estero,Monte quemado,-25.804237942,-62.831626591
Tucuman,Capitan caceres,-27.141998291,-65.723739624
Buenos aires,Coronel suarez,-38.134502529,-61.78855535
Santiago del estero,Los pirpintos,-26.114328134,-62.044334407
Cordoba,Almafuerte,-32.193460499,-64.254387186
Entre rios,Ubajay,-31.792572802,-58.315851736
Santa fe,Albarellos,-33.241303167,-60.636575141
Santiago del estero,Villa ojo de agua,-29.521267399,-63.591699739
La pampa,Santa isabel,-36.63620803,-66.47691656
Rio negro,Sierra grande,-41.627678789,-65.023674602
Santa cruz,Los antiguos,-46.548748489,-71.627483508
Entre rios,Sauce de luna,-31.238474058,-59.220282957
La pampa,Colonia 25 de mayo,-37.769705375,-67.717295824
Entre rios,Villa gobernador etchevehere,-31.93428564,-60.427973773
Cordoba,Churqui canada,-30.168157198,-63.929588932
Cordoba,Corral de bustos,-33.28162199,-62.185450894
Santiago del estero,Argentina,-29.534757124,-62.266804484
Entre rios,Gilbert,-32.530603052,-58.9339533
La pampa,Quehue,-37.121200503,-64.513366163
San luis,Batavia,-34.775533256,-65.686298715
Santa cruz,Julia dufour,-51.540611177,-72.239896726
La pampa,Rucanelo,-36.042937678,-64.835321477
Cordoba,Los mistoles,-30.625974294,-63.886727301
Buenos aires,Villa gesell,-37.24647047,-56.970726762
Santa fe,San jose,-31.599653511,-60.871598224
Santiago del estero,Villa mailin,-28.489326844,-63.203107848
Santa fe,Cululu,-31.205311085,-60.931400342
Santiago del estero,Arraga,-28.078122994,-64.157572523
Santa fe,San vicente,-31.6644157,-61.5416348
Cordoba,Villa de maria,-29.90435834,-63.722318986
Santa fe,Bigand,-33.376118303,-61.18550131
San luis,Fraga,-33.50208707,-65.792647779
Santa fe,Irigoyen,-32.16077341,-61.110425843
Misiones,Ruiz de montoya,-26.966588283,-55.057589921
Cordoba,Atahona,-30.903531623,-63.705565118
Misiones,Caa yari,-27.569051573,-55.266223379
San luis,Balde,-33.501125039,-66.651440618
Santa fe,Rufino,-34.194701226,-62.682860327
Cordoba,La paisanita,-31.703312344,-64.483666704
Cordoba,Sarmiento,-30.7741941,-64.108986812
La pampa,Ceballos,-35.290484998,-63.775860645
Santa fe,Maciel,-32.458765255,-60.893112648
Cordoba,Los condores,-32.321127768,-64.281008033
Santa fe,Sarmiento,-31.106548024,-61.268701915
San luis,La calera,-32.861991896,-66.850652977
Cordoba,Del campillo,-34.37608471,-64.494539924
Santa fe,Teodelina,-34.113109589,-61.469360352
Entre rios,La criolla,-31.269371288,-58.106042542
Cordoba,Colonia vignaud,-30.84162423,-61.95583862
Cordoba,Sauce arriba,-31.921396034,-65.145978632
Jujuy,El talar,-23.555878664,-64.361463912
Jujuy,Puesto viejo,-24.505686608,-64.975926295
Rio negro,Yaminue,-40.842927451,-67.192250066
Entre rios,Hambis,-31.889983276,-58.568789379
La pampa,Peru,-37.662384944,-64.137321349
Cordoba,Villa del dique,-32.169683717,-64.456795285
Cordoba,Luyaba,-32.158947424,-65.00381538
Santa fe,Humboldt,-31.3157955,-61.1531588
Cordoba,Villa el chacay,-32.893726661,-64.867514078
Buenos aires,Tandil,-37.180403068,-59.041061222
Santa fe,Lopez,-31.906966893,-61.279929538
Cordoba,Maquinista gallini,-30.907889751,-63.576739943
Santa fe,San jeronimo sud,-32.878735333,-61.024390395
Santiago del estero,Guardia escolta,-28.970348891,-62.035706029
Cordoba,San jose de las salinas,-29.982391401,-64.490007826
Cordoba,Melo,-34.348319125,-63.447171445
Rio negro,Viedma,-40.861971581,-63.02050806
Buenos aires,Florencio varela,-34.956404857,-58.27874543
Misiones,Apostoles,-27.907959426,-55.807958412
Catamarca,Fiambala,-27.22379303,-67.375106812
Misiones,Los helechos,-27.616902888,-55.042475047
Misiones,Bernardo de irigoyen,-26.324457621,-53.67757059
Rio negro,Choele choel,-39.288454335,-65.663280823
Entre rios,Villa dominguez,-31.987014686,-58.963417914
Entre rios,Distrito talitas,-32.893096697,-59.079839654
Misiones,Dos de mayo,-27.02345029,-54.678825644
Santiago del estero,Los telares,-28.996106075,-63.359661133
Rio negro,Sierra paileman,-41.214345515,-66.338309668
Chaco,Pampa del indio,-26.05765689,-59.88848543
La pampa,Jacinto arauz,-38.40961523,-63.4727511
Cordoba,Ballesteros sud,-32.588597122,-63.027038783
Santiago del estero,Villa la punta,-28.405996058,-64.715892082
Rio negro,Chichinales,-39.13837603,-66.909520748
La pampa,Metileo,-35.773243873,-63.942830889
Tucuman,San pedro de colalao,-26.235765435,-65.493851556
Entre rios,Victoria,-32.63996085,-60.61138083
Buenos aires,Mar chiquita,-37.277860675,-57.774014817
Tucuman,Choromoro,-26.4536469,-65.567153
Tucuman,Alderetes,-26.818446005,-65.155677894
Entre rios,Federacion,-31.042469676,-57.922582348
Chubut,Puerto piramides,-42.573617193,-64.283689347
Santa fe,Carlos pellegrini,-31.9752548,-61.866689238
Santa fe,Frontera,-31.419251502,-62.059146376
Chubut,Jose de san martin,-44.054503086,-70.469842345
Santa fe,Aurelia,-31.423602376,-61.424470881
Cordoba,Avellaneda,-30.594676202,-64.207839337
Chubut,Telsen,-42.438751161,-66.941427996
Cordoba,Villa rio icho cruz,-31.479106559,-64.562747407
Entre rios,Aldea san miguel,-32.08058548,-60.163280487
Santa fe,Bustinza,-32.634607995,-61.428337112
Entre rios,Caseros,-32.464277256,-58.478071873
Jujuy,Hipolito yrigoyen,-22.982479096,-65.351234436
Jujuy,Susques,-23.841815948,-66.790603638
Cordoba,Malagueno,-31.463791156,-64.412451404
Neuquen,El huecu,-37.641583258,-70.579087736
Jujuy,Cieneguillas,-21.969379644,-65.900391483
Tucuman,Graneros,-27.70933,-65.41759
Santa fe,Vila,-31.107587,-61.8125194
Chaco,Quitilipi,-26.98338806,-60.23454723
Rio negro,Pilquiniyeu del limay,-40.544852484,-70.053231466
La pampa,Doblas,-37.152183882,-64.014055093
San juan,San martin,-31.554877793,-68.327869303
Entre rios,Arroyo cle,-32.63389053,-59.401610891
Buenos aires,Ayacucho,-37.1878636,-58.1420194
Santa fe,Tostado,-29.0968571,-61.8810721
Rio negro,Allen,-39.04168381,-67.734008142
Buenos aires,Tordillo,-36.41425324,-57.082138134
Neuquen,Picun leufu,-39.519136171,-69.296267312
Santa fe,Desvio arijon,-31.832080081,-60.871964707
La rioja,General angel v penaloza,-30.40433033,-66.57224067
Cordoba,Bulnes,-33.503281821,-64.675573516
Santa fe,Monte vera,-31.517797444,-60.611516007
Salta,Urundel,-23.551631468,-64.396518805
Formosa,El espinillo,-24.979988826,-58.553787714
Jujuy,Fraile pintado,-23.773231506,-65.047737122
Cordoba,La batea,-30.441764653,-65.423838653
Santa fe,Franck,-31.588873617,-60.938894583
Chaco,Puerto bermejo,-26.907375372,-58.542831663
Rio negro,Prahuaniyeu,-41.359151925,-67.931476342
Santa cruz,Perito moreno,-46.592141688,-70.925727843
Rio negro,Aguada guzman,-39.866718292,-68.703437805
Entre rios,Gobernador sola,-32.33023737,-59.44588004
Buenos aires,Roque perez,-35.485469046,-59.101715598
San luis,Villa general roca,-32.666192563,-66.452401018
Santa fe,El sombrerito,-28.601586396,-59.376999019
Misiones,Panambi,-27.688941107,-54.925601149
Cordoba,San agustin,-31.976315515,-64.373306716
Santa fe,Moises ville,-30.71820087,-61.469140085
